18.05.2023                                    Salida dinámica de lista                                                                                          1


 Cta.mayor				*
 Sociedad				GV01


		 St	Asignación		Nº doc.	Fecha doc.	Fe.contab.	CT	 Importe en ML	ML	Texto	    ImpteML2	ML2	Lib.mayor
			10670253337 MENDOZ		2000347166	16.05.2023	16.05.2023	50	-2.852,00	BOB	10670253337 MENDOZA CAHUANA JESUS FELCY	-409,77	USD	101044012
			10670253338 MENDOZ		2000347167	16.05.2023	16.05.2023	50	-9.500,18	BOB	10670253338 MENDOZA CAHUANA JESUS FELCY	-1.364,97	USD	101044012
			10670253339 MENDOZ		2000347168	16.05.2023	16.05.2023	50	-2.211,60	BOB	10670253339 MENDOZA CAHUANA JESUS FELCY	-317,76	USD	101044012
			10670253340 MENDOZ		2000347169	16.05.2023	16.05.2023	50	-1.375,26	BOB	10670253340 MENDOZA CAHUANA JESUS FELCY	-197,59	USD	101044012
			10670253341 MENDOZ		2000347170	16.05.2023	16.05.2023	50	-10.810,30	BOB	10670253341 MENDOZA CAHUANA JESUS FELCY	-1.553,20	USD	101044012
			16660214627 REQUEN		2000347172	16.05.2023	16.05.2023	50	-44.495,00	BOB	16660214627 REQUENA TERAN CARLOS MARCEL	-6.392,96	USD	101044012
			16660214631 REQUEN		2000347173	16.05.2023	16.05.2023	50	-200,60	BOB	16660214631 REQUENA TERAN CARLOS MARCEL	-28,82	USD	101044012
			81730312302 RUTH K		2000347142	16.05.2023	16.05.2023	50	-454,25	BOB	81730312302 RUTH KATHERINE RIVEROS FERN	-65,27	USD	101044012
			81730312487 RUTH K		2000347153	16.05.2023	16.05.2023	50	-200.099,70	BOB	81730312487 RUTH KATHERINE RIVEROS FERN	-28.749,96	USD	101044012
			81730312489 RUTH K		2000347154	16.05.2023	16.05.2023	50	-178.312,50	BOB	81730312489 RUTH KATHERINE RIVEROS FERN	-25.619,61	USD	101044012
			81770099126 ABEL U		2000347143	16.05.2023	16.05.2023	50	-6.528,80	BOB	81770099126 ABEL URBANO ALARCON ARROYO	-938,05	USD	101044012
			81770099127 ABEL U		2000347144	16.05.2023	16.05.2023	50	-3.976,60	BOB	81770099127 ABEL URBANO ALARCON ARROYO	-571,35	USD	101044012
			51717968881 Nota:		2000347157	16.05.2023	16.05.2023	50	-375,51	BOB	51717968881 Nota: de ATC	-53,95	USD	101044012
			10670253228 FLORES		2000347147	16.05.2023	16.05.2023	50	-7.539,60	BOB	10670253228 FLORES LOPEZ JHONNY IGNACIO	-1.083,28	USD	101044012
			51717968882 Nota:		2000347158	16.05.2023	16.05.2023	50	-59,78	BOB	51717968882 Nota: de ATC	-8,59	USD	101044012
			11790866964 IBANA		2000347148	16.05.2023	16.05.2023	50	-3.304,20	BOB	11790866964 IBANA SOLIZ CUENTAS Doc.ID:	-474,74	USD	101044012
			51717968880 Nota:		2000347156	16.05.2023	16.05.2023	50	-2.277,23	BOB	51717968880 Nota: de ATC	-327,19	USD	101044012
			CCAJ-LP08/109/23		113267549	16.05.2023	16.05.2023	40	     4.225,50	BOB	LP.TRASP.CAJ.MN.AG. ACHUMANI A BISA 0022 13.05	     607,11	USD	101044012
			CCAJ-CB13/110/23		113296423	16.05.2023	16.05.2023	40	       352,65	BOB		      50,67	USD	101044022
			45133407210 de:ASO		2000347246	16.05.2023	16.05.2023	50	-20.592,00	BOB	45133407210 de:ASOCIACION DE PRODUCTORE	-2.958,62	USD	101044022
			45153402094 de:PAR		2000347263	16.05.2023	16.05.2023	50	-149,90	BOB	45153402094 de:PAREDES YARVI HEIDY ROSA	-21,54	USD	101044022
			45143767473 de:SEG		2000347264	16.05.2023	16.05.2023	50	-1.037,00	BOB	45143767473 de:SEGALES CAREAGA PATRICIA	-148,99	USD	101044022
			45123547920 de:QUE		2000347265	16.05.2023	16.05.2023	50	-255,00	BOB	45123547920 de:QUEZADA RODRIGUEZ EDSON	-36,64	USD	101044022
			COCHABAMBA		113296050	16.05.2023	16.05.2023	40	    10.231,42	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/115/20	   1.470,05	USD	101044022
			COCHABAMBA		113296050	16.05.2023	16.05.2023	50	-10.231,42	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/115/20	-1.470,05	USD	101044022
			COCHABAMBA		113296051	16.05.2023	16.05.2023	40	    28.060,80	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/114/20	   4.031,73	USD	101044022
			COCHABAMBA		113296051	16.05.2023	16.05.2023	50	-28.060,80	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB11/114/20	-4.031,73	USD	101044022
			COCHABAMBA		113296052	16.05.2023	16.05.2023	40	    11.281,70	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/192/23	   1.620,93	USD	101044022
			COCHABAMBA		113296052	16.05.2023	16.05.2023	50	-11.281,70	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/192/23	-1.620,93	USD	101044022
			CCAJ-CB12/192/23		113268112	16.05.2023	16.05.2023	40	    11.281,70	BOB	LP.TRASP.CAJ.MN.AG. HONDURAS A BISA 0031 13.05	   1.620,93	USD	101044022
			COCHABAMBA		113296053	16.05.2023	16.05.2023	50	-6,74	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/191/23	-0,97	USD	101044022
			CCAJ-CB12/191/23		113268094	16.05.2023	16.05.2023	40	     5.515,90	BOB	LP.TRASP.CAJ.MN.AG. HONDURAS A BISA 0031 13.05	     792,51	USD	101044022
			COCHABAMBA		113296054	16.05.2023	16.05.2023	50	-1,97	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB13/108/23	-0,29	USD	101044022
			CCAJ-CB13/108/23		113268185	16.05.2023	16.05.2023	40	     4.742,80	BOB	LP.TRASP.CAJ.MN.AG. CALAMA A BISA 0031 13.05	     681,44	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	       690,00	BOB		      99,14	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	       314,66	BOB		      45,21	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	       628,07	BOB		      90,24	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	       342,17	BOB		      49,16	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	       329,31	BOB		      47,31	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	       271,12	BOB		      38,95	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	     3.665,00	BOB		     526,58	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	    10.372,79	BOB		   1.490,34	USD	101044022
			CCAJ-CB11/116/20		113296462	16.05.2023	16.05.2023	40	       447,01	BOB		      64,23	USD	101044022
			45153401141 de:TAM		2000347256	16.05.2023	16.05.2023	50	-314,66	BOB	45153401141 de:TAMES BRAVO CINTHIA (Ban	-45,21	USD	101044022
			53112510592 de: MA		2000347259	16.05.2023	16.05.2023	50	-628,07	BOB	53112510592 de: MAMANI DAYNOR	-90,24	USD	101044022
			45153401413 de:AND		2000347261	16.05.2023	16.05.2023	50	-342,17	BOB	45153401413 de:ANDREA CAROLINA SUAREZ M	-49,16	USD	101044022
			45143766788 de:COS		2000347262	16.05.2023	16.05.2023	50	-447,01	BOB	45143766788 de:COSSIO COCA JAVIER RODRI	-64,23	USD	101044022
			13280897679 INDUST		2000347253	16.05.2023	16.05.2023	50	-280,88	BOB	13280897679 INDUSTRIAS VENADO S.A. Doc.	-40,36	USD	101044022
			13280897680 INDUST		2000347254	16.05.2023	16.05.2023	50	-3.360,00	BOB	13280897680 INDUSTRIAS VENADO S.A. Doc.	-482,76	USD	101044022
			13280897681 INDUST		2000347255	16.05.2023	16.05.2023	50	-1.106.821,70	BOB	13280897681 INDUSTRIAS VENADO S.A. Doc.	-159.026,11	USD	101044022
			CCAJ-CB11/113/20		113272071	16.05.2023	16.05.2023	40	    47.098,20	BOB	LP.TRASPASO COCHABAMBA A BISA 0031 13.05	   6.766,98	USD	101044022
			83720104315 MICHEL		2000347244	16.05.2023	16.05.2023	50	-4.088,20	BOB	83720104315 MICHEL JOSEF LOPEZ CASTELLO	-587,39	USD	101044022
			51717968885 Nota:		2000347258	16.05.2023	16.05.2023	50	-40,54	BOB	51717968885 Nota: de ATC	-5,82	USD	101044022
			83720104314 MICHEL		2000347243	16.05.2023	16.05.2023	50	-6.062,10	BOB	83720104314 MICHEL JOSEF LOPEZ CASTELLO	-870,99	USD	101044022
			83720104317 MICHEL		2000347245	16.05.2023	16.05.2023	50	-6.230,50	BOB	83720104317 MICHEL JOSEF LOPEZ CASTELLO	-895,19	USD	101044022
			51717968884 Nota:		2000347257	16.05.2023	16.05.2023	50	-22,85	BOB	51717968884 Nota: de ATC	-3,28	USD	101044022
			CCAJ-SC65/110/23		113296338	16.05.2023	16.05.2023	40	       817,34	BOB		     117,43	USD	101044032
			45153400877 de:LAM		2000347274	16.05.2023	16.05.2023	50	-960,00	BOB	45153400877 de:LAMBROPULOS SUAREZ CARLO	-137,93	USD	101044032
			45143766254 de:ROD		2000347275	16.05.2023	16.05.2023	50	-967,14	BOB	45143766254 de:RODRIGUEZ MARTINEZ MARIN	-138,96	USD	101044032
			53312457121 de: GA		2000347276	16.05.2023	16.05.2023	50	-109,50	BOB	53312457121 de: GATE GOURMET S.A.	-15,73	USD	101044032
			52217643725 de: GO		2000347278	16.05.2023	16.05.2023	50	-2,00	BOB	52217643725 de: GONZALES JOAQUIN	-0,29	USD	101044032
			45163493432 de:EDE		2000347279	16.05.2023	16.05.2023	50	-4.062,50	BOB	45163493432 de:EDER CLAROS SAUCEDO (Ban	-583,69	USD	101044032
			45153401194 de:VAR		2000347280	16.05.2023	16.05.2023	50	-1.440,00	BOB	45153401194 de:VARGAS NIEME ANA LUCIA (	-206,90	USD	101044032
			52217645274 de: DI		2000347282	16.05.2023	16.05.2023	50	-47,40	BOB	52217645274 de: DIAZ CAMILA	-6,81	USD	101044032
			45123547212 de:CRI		2000347293	16.05.2023	16.05.2023	50	-1.526,69	BOB	45123547212 de:CRISTOBAL HUAYCHO POMA (	-219,35	USD	101044032
			45153401558 de:SOF		2000347301	16.05.2023	16.05.2023	50	-561,69	BOB	45153401558 de:SOFISMARKET S.R.L. (Banc	-80,70	USD	101044032
			45113564616 de:MEN		2000347302	16.05.2023	16.05.2023	50	-195,00	BOB	45113564616 de:MENDEZ VARGAS CARLOS EDU	-28,02	USD	101044032
			45123547350 de:COM		2000347304	16.05.2023	16.05.2023	50	-5.151,93	BOB	45123547350 de:COMERCIALIZADORA RETAIL	-740,22	USD	101044032
			45143766941 de:COM		2000347305	16.05.2023	16.05.2023	50	-10.890,12	BOB	45143766941 de:COMERCIALIZADORA RETAIL	-1.564,67	USD	101044032
			45113564664 de:HIL		2000347306	16.05.2023	16.05.2023	50	-136,10	BOB	45113564664 de:HILDE LIZ WAGNER GUTIERR	-19,55	USD	101044032
			45133407964 de:HIL		2000347307	16.05.2023	16.05.2023	50	-27,00	BOB	45133407964 de:HILDE LIZ WAGNER GUTIERR	-3,88	USD	101044032
			45143766983 de:ALM		2000347308	16.05.2023	16.05.2023	50	-62,40	BOB	45143766983 de:ALMACEN 1923 SRL (Banco	-8,97	USD	101044032
			45113564745 de:AYC		2000347309	16.05.2023	16.05.2023	50	-18.000,00	BOB	45113564745 de:AYCA ZEGARRA JHONNY JAVI	-2.586,21	USD	101044032
			45113564774 de:PAE		2000347310	16.05.2023	16.05.2023	50	-14.700,00	BOB	45113564774 de:PAES SRL (Banco Crédito)	-2.112,07	USD	101044032
			45153401730 de:JIP		2000347311	16.05.2023	16.05.2023	50	-35.678,00	BOB	45153401730 de:JIPAZCORP S.R.L. (Banco	-5.126,15	USD	101044032
			45173464770 de:KOR		2000347312	16.05.2023	16.05.2023	50	-35,10	BOB	45173464770 de:KOROPI SRL (Banco Crédit	-5,04	USD	101044032
			45163494565 de:KOR		2000347313	16.05.2023	16.05.2023	50	-78,00	BOB	45163494565 de:KOROPI SRL (Banco Crédit	-11,21	USD	101044032
			45123548021 de:COC		2000347314	16.05.2023	16.05.2023	50	-1.002,92	BOB	45123548021 de:COCINARTE SRL (Banco Mer	-144,10	USD	101044032
			DISCRUZ		113296059	16.05.2023	16.05.2023	50	         0,00	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/231/20	-0,01	USD	101044032
			DISCRUZ		113296060	16.05.2023	16.05.2023	40	   349.320,10	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/230/20	  50.189,67	USD	101044032
			DISCRUZ		113296060	16.05.2023	16.05.2023	50	-349.320,10	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/230/20	-50.189,67	USD	101044032
			CCAJ-SC39/230/20		113271786	16.05.2023	16.05.2023	40	   349.320,10	BOB	LP.TRASPASO DISCRUZ A BISA 0049 15.05	  50.189,67	USD	101044032
			DISCRUZ		113296061	16.05.2023	16.05.2023	40	     5.382,20	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/229/20	     773,30	USD	101044032
			DISCRUZ		113296061	16.05.2023	16.05.2023	50	-5.382,20	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/229/20	-773,30	USD	101044032
			CCAJ-SC39/229/20		113271825	16.05.2023	16.05.2023	40	     5.382,20	BOB	LP.TRASPASO DISCRUZ A BISA 0049 13.05	     773,30	USD	101044032
			DISCRUZ		113296062	16.05.2023	16.05.2023	40	   105.640,70	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/228/20	  15.178,26	USD	101044032
			DISCRUZ		113296062	16.05.2023	16.05.2023	50	-105.640,70	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/228/20	-15.178,26	USD	101044032
			CCAJ-SC39/228/20		113271805	16.05.2023	16.05.2023	40	   105.640,70	BOB	LP.TRASPASO DISCRUZ A BISA 0049 13.05	  15.178,26	USD	101044032
			DISCRUZ		113296063	16.05.2023	16.05.2023	50	         0,00	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/227/20	-0,01	USD	101044032
			CCAJ-SC39/227/20		113271845	16.05.2023	16.05.2023	40	   189.777,54	BOB	LP.TRASPASO DISCRUZ A BISA 0049 12.05	  27.266,89	USD	101044032
			DISCRUZ		113296064	16.05.2023	16.05.2023	50	-4,40	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC65/108/23	-0,63	USD	101044032
			CCAJ-SC65/108/23		113267861	16.05.2023	16.05.2023	40	       659,60	BOB	LP.TRASP.CAJ.MN.AG. MUTUALISTA A BISA 0049 13.05	      94,77	USD	101044032
			DISCRUZ		113296065	16.05.2023	16.05.2023	40	       307,50	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC57/108/23	      44,18	USD	101044032
			DISCRUZ		113296065	16.05.2023	16.05.2023	50	-307,50	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC57/108/23	-44,18	USD	101044032
			CCAJ-SC57/108/23		113267945	16.05.2023	16.05.2023	40	       307,50	BOB	LP.TRASP.CAJ.MN.AG. MONTERO A BISA 0049 13.05	      44,18	USD	101044032
			DISCRUZ		113296066	16.05.2023	16.05.2023	50	-3,18	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC59/109/23	-0,45	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       453,83	BOB		      65,21	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       936,00	BOB		     134,48	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       815,36	BOB		     117,15	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       115,00	BOB		      16,52	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	        14,00	BOB		       2,01	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       140,00	BOB		      20,11	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       400,99	BOB		      57,61	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       374,40	BOB		      53,79	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     4.800,00	BOB		     689,66	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	        96,00	BOB		      13,79	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       567,90	BOB		      81,59	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	        69,30	BOB		       9,96	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       512,60	BOB		      73,65	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       231,84	BOB		      33,31	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       594,00	BOB		      85,34	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       191,20	BOB		      27,47	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     3.361,53	BOB		     482,98	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    11.296,67	BOB		   1.623,08	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    21.113,49	BOB		   3.033,55	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    11.585,70	BOB		   1.664,61	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     6.747,70	BOB		     969,50	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	   104.612,30	BOB		  15.030,50	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     2.684,05	BOB		     385,64	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       627,00	BOB		      90,09	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     7.200,00	BOB		   1.034,48	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    10.120,15	BOB		   1.454,04	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     8.905,50	BOB		   1.279,53	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       542,24	BOB		      77,91	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     4.364,40	BOB		     627,07	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    10.068,84	BOB		   1.446,67	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    41.273,04	BOB		   5.930,03	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	     2.604,00	BOB		     374,14	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    40.420,40	BOB		   5.807,53	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    26.164,96	BOB		   3.759,33	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	    22.100,60	BOB		   3.175,37	USD	101044032
			CCAJ-SC39/233/20		113296461	16.05.2023	16.05.2023	40	       284,40	BOB		      40,86	USD	101044032
			45153400606 de:LA		2000347266	16.05.2023	16.05.2023	50	-69,30	BOB	45153400606 de:LA BOTANICA S.R.L. (Banc	-9,96	USD	101044032
			45163492952 de:TOR		2000347267	16.05.2023	16.05.2023	50	-7.200,00	BOB	45163492952 de:TORTAS DOLLY SRL (Banco	-1.034,48	USD	101044032
			45163492997 de:ROJ		2000347268	16.05.2023	16.05.2023	50	-512,60	BOB	45163492997 de:ROJO ARDAYA YENDY (Banco	-73,65	USD	101044032
			45143766113 de:FAB		2000347271	16.05.2023	16.05.2023	50	-231,84	BOB	45143766113 de:FABRICONCEPTO S.R.L. (Ba	-33,31	USD	101044032
			45133407144 de:GRU		2000347272	16.05.2023	16.05.2023	50	-594,00	BOB	45133407144 de:GRUPOVELASCO S.R.L. (Ban	-85,34	USD	101044032
			45113563827 de:FAB		2000347273	16.05.2023	16.05.2023	50	-191,20	BOB	45113563827 de:FABIO CESAR MOSCOSO CUEL	-27,47	USD	101044032
			51168004032 de: HO		2000347277	16.05.2023	16.05.2023	50	-542,24	BOB	51168004032 de: HOBO INVERSIONES	-77,91	USD	101044032
			14560399241 CASTRO		2000347294	16.05.2023	16.05.2023	50	-104.612,30	BOB	14560399241 CASTRO DELGADILLO CLAUDIA E	-15.030,50	USD	101044032
			52217646348 de: AR		2000347295	16.05.2023	16.05.2023	50	-374,40	BOB	52217646348 de: ARREDONDO JUAN	-53,79	USD	101044032
			45133407871 de:RUY		2000347296	16.05.2023	16.05.2023	50	-41.273,04	BOB	45133407871 de:RUYER SRL (Banco Crédito	-5.930,03	USD	101044032
			45133407872 de:RUY		2000347297	16.05.2023	16.05.2023	50	-2.604,00	BOB	45133407872 de:RUYER SRL (Banco Crédito	-374,14	USD	101044032
			45163493854 de:RUY		2000347298	16.05.2023	16.05.2023	50	-10.068,84	BOB	45163493854 de:RUYER SRL (Banco Crédito	-1.446,67	USD	101044032
			45173464141 de:RUY		2000347299	16.05.2023	16.05.2023	50	-40.420,40	BOB	45173464141 de:RUYER SRL (Banco Crédito	-5.807,53	USD	101044032
			45123547286 de:RUY		2000347300	16.05.2023	16.05.2023	50	-26.164,96	BOB	45123547286 de:RUYER SRL (Banco Crédito	-3.759,33	USD	101044032
			45143766928 de:LOM		2000347303	16.05.2023	16.05.2023	50	-4.364,40	BOB	45143766928 de:LOMHOT SRL (Banco Crédit	-627,07	USD	101044032
			12180508116 CHOQUE		2000347284	16.05.2023	16.05.2023	50	-20.777,30	BOB	12180508116 CHOQUETIJLLA EINAR Doc.ID:C	-2.985,24	USD	101044032
			12180508115 CHOQUE		2000347283	16.05.2023	16.05.2023	50	-397.004,90	BOB	12180508115 CHOQUETIJLLA EINAR Doc.ID:C	-57.040,93	USD	101044032
			12180508117 CHOQUE		2000347285	16.05.2023	16.05.2023	50	-7.996,80	BOB	12180508117 CHOQUETIJLLA EINAR Doc.ID:C	-1.148,97	USD	101044032
			12180508118 CHOQUE		2000347286	16.05.2023	16.05.2023	50	-3.563,26	BOB	12180508118 CHOQUETIJLLA EINAR Doc.ID:C	-511,96	USD	101044032
			12180508119 CHOQUE		2000347292	16.05.2023	16.05.2023	50	-442,50	BOB	12180508119 CHOQUETIJLLA EINAR Doc.ID:C	-63,58	USD	101044032
			17870587370 OSCAR		2000347270	16.05.2023	16.05.2023	50	-297,40	BOB	17870587370 OSCAR ANDRES LEON ZAPATA Do	-42,73	USD	101044032
			18110520056 CAMPER		2000347269	16.05.2023	16.05.2023	50	-459,20	BOB	18110520056 CAMPERO SALAZAR JOAQUIN Doc	-65,98	USD	101044032
			51717968886 Nota:		2000347281	16.05.2023	16.05.2023	50	-188,65	BOB	51717968886 Nota: de ATC	-27,10	USD	101044032
			45153400565 de:LAR		2000347175	16.05.2023	16.05.2023	50	-240,00	BOB	45153400565 de:LARREA NINA MILKO SANDRO	-34,48	USD	101044042
			45153400672 de:JAN		2000347176	16.05.2023	16.05.2023	50	-1.698,00	BOB	45153400672 de:JANELLE VANESSA VIDAL GU	-243,97	USD	101044042
			45123546377 de:RRF		2000347177	16.05.2023	16.05.2023	50	-341,55	BOB	45123546377 de:RRFOOD S.R.L. (Banco Nac	-49,07	USD	101044042
			45123546727 de:FRI		2000347179	16.05.2023	16.05.2023	50	-543,48	BOB	45123546727 de:FRIAS TITO HENRRY PASCUA	-78,09	USD	101044042
			45153401561 de:GLA		2000347184	16.05.2023	16.05.2023	50	-3.000,00	BOB	45153401561 de:GLADYS LAPACA (Banco Sol	-431,03	USD	101044042
			ORURO		113296067	16.05.2023	16.05.2023	40	   154.931,50	BOB	LP. COMPENSACION ORURO CCAJ-OR52/92/202	  22.260,26	USD	101044042
			ORURO		113296067	16.05.2023	16.05.2023	50	-154.931,50	BOB	LP. COMPENSACION ORURO CCAJ-OR52/92/202	-22.260,26	USD	101044042
			ORURO		113296068	16.05.2023	16.05.2023	40	    53.925,60	BOB	LP. COMPENSACION ORURO CCAJ-OR52/91/202	   7.747,93	USD	101044042
			ORURO		113296068	16.05.2023	16.05.2023	50	-53.925,60	BOB	LP. COMPENSACION ORURO CCAJ-OR52/91/202	-7.747,93	USD	101044042
			CCAJ-OR52/91/202		113272382	16.05.2023	16.05.2023	40	    53.925,60	BOB	LP.TRASPASO ORURO A BISA 0057 12.05	   7.747,93	USD	101044042
			ORURO		113296069	16.05.2023	16.05.2023	40	     8.109,00	BOB	LP. COMPENSACION ORURO CCAJ-OR51/107/23	   1.165,09	USD	101044042
			ORURO		113296069	16.05.2023	16.05.2023	50	-8.109,00	BOB	LP. COMPENSACION ORURO CCAJ-OR51/107/23	-1.165,09	USD	101044042
			CCAJ-OR51/107/23		113268482	16.05.2023	16.05.2023	40	     8.109,00	BOB	LP.TRASP.CAJ.MN.AG. ORURO 1 A BISA 0057 13.05	   1.165,09	USD	101044042
			16240914184 RODRIG		2000347180	16.05.2023	16.05.2023	50	-3.896,80	BOB	16240914184 RODRIGUEZ CUETO ENRIQUE XAV	-559,89	USD	101044042
			CCAJ-OR52/93/202		113296224	16.05.2023	16.05.2023	40	     8.999,17	BOB		   1.292,98	USD	101044042
			CCAJ-OR52/93/202		113296224	16.05.2023	16.05.2023	40	     3.352,32	BOB		     481,66	USD	101044042
			CCAJ-OR52/93/202		113296224	16.05.2023	16.05.2023	40	     1.316,45	BOB		     189,15	USD	101044042
			CCAJ-OR52/93/202		113296224	16.05.2023	16.05.2023	40	    58.247,30	BOB		   8.368,86	USD	101044042
			CCAJ-OR52/93/202		113296224	16.05.2023	16.05.2023	40	    74.539,20	BOB		  10.709,66	USD	101044042
			45163493259 de:HEN		2000347178	16.05.2023	16.05.2023	50	-1.316,45	BOB	45163493259 de:HENRRY GONZALO PILLCO LO	-189,15	USD	101044042
			17680468042 DAVID		2000347182	16.05.2023	16.05.2023	50	-58.247,30	BOB	17680468042 DAVID RODRIGO CHUMACERO Doc	-8.368,86	USD	101044042
			16230435285 OCAMPO		2000347183	16.05.2023	16.05.2023	50	-74.539,20	BOB	16230435285 OCAMPO CAYOJA ISRAEL LUIS D	-10.709,66	USD	101044042
			54410739773 de: BE		2000347316	16.05.2023	16.05.2023	50	-658,24	BOB	54410739773 de: BET EL	-94,57	USD	101044052
			45143766264 de:ARC		2000347318	16.05.2023	16.05.2023	50	-562,50	BOB	45143766264 de:ARCIENEGA PRADO ALVARO X	-80,82	USD	101044052
			45123546836 de:CAR		2000347319	16.05.2023	16.05.2023	50	-208,00	BOB	45123546836 de:CARLA JHOVANA VALDIVIA P	-29,89	USD	101044052
			51717968887 Nota:		2000347320	16.05.2023	16.05.2023	50	-196,15	BOB	51717968887 Nota: de ATC	-28,18	USD	101044052
			45123547407 de:ROS		2000347322	16.05.2023	16.05.2023	50	-2.112,00	BOB	45123547407 de:ROSSEMARY SIFUENTES (Ban	-303,45	USD	101044052
			54710735807 de: LL		2000347323	16.05.2023	16.05.2023	50	-1.761,57	BOB	54710735807 de: LLANQUIPACHA FELIX	-253,10	USD	101044052
			SUCRE		113296070	16.05.2023	16.05.2023	40	    44.840,68	BOB	LP. COMPENSACION SUCRE CCAJ-SR27/92/202	   6.442,64	USD	101044052
			SUCRE		113296070	16.05.2023	16.05.2023	50	-44.840,68	BOB	LP. COMPENSACION SUCRE CCAJ-SR27/92/202	-6.442,64	USD	101044052
